Glacier-specific geodetic mass balance (m w.e. a-1) 2000_2020/ according to Hugonnet et al. (2021)
ID=1: measured, ID=2: regional mean
RGI-ID  Area  lat  lon  B  errB  ID
RGI60-06.00475  1560.38317   64.297733  -17.141725   -0.768    0.070  1
RGI60-06.00377  1427.71618   64.586664  -16.267468   -0.633    0.068  1
RGI60-06.00483  1067.02570   64.266639  -16.476734   -1.056    0.095  1
RGI60-06.00477  1060.04296   64.674530  -17.053865   -0.636    0.066  1
RGI60-06.00416   757.02196   64.281989  -17.702122   -1.087    0.096  1
RGI60-06.00424   319.34026   64.562767  -17.717450   -0.718    0.088  1
RGI60-06.00443   270.98475   64.347503  -17.927042   -1.865    0.153  1
RGI60-06.00234   264.40586   64.798860  -18.642163   -0.920    0.104  1
RGI60-06.00466   239.86420   64.519091  -15.655958   -0.640    0.093  1
RGI60-06.00465   212.10608   64.422020  -15.856922   -0.672    0.095  1
RGI60-06.00473   181.35096   64.455058  -17.785896   -1.080    0.110  1
RGI60-06.00238   157.72942   64.901407  -18.907191   -0.667    0.097  1
RGI60-06.00310   156.92811   64.642262  -20.031148   -0.895    0.097  1
RGI60-06.00328   144.94174   63.606031  -18.975910   -1.138    0.120  1
RGI60-06.00478   136.95522   64.303694  -15.984689   -0.598    0.102  1
RGI60-06.00309   131.07264   64.571077  -20.241663   -1.112    0.107  1
RGI60-06.00472   129.53828   64.628391  -15.608336   -0.588    0.100  1
RGI60-06.00291   126.43025   64.570992  -20.435492   -1.611    0.134  1
RGI60-06.00303   115.07910   64.726064  -20.113632   -1.178    0.113  1
RGI60-06.00336   111.49925   63.740883  -18.999384   -1.715    0.149  1
RGI60-06.00339   106.15907   63.716809  -19.190572   -1.389    0.132  1
RGI60-06.00235   103.49668   64.816652  -19.048369   -0.615    0.100  1
RGI60-06.00232   101.37541   64.709073  -18.928628   -1.007    0.119  1
RGI60-06.00302    95.06726   64.782609  -19.901591   -1.098    0.107  1
RGI60-06.00471    93.19620   64.346799  -15.930470   -1.256    0.132  1
RGI60-06.00479    90.42592   64.096306  -16.782263   -0.876    0.101  1
RGI60-06.00305    77.82154   64.671893  -20.371574   -0.809    0.095  1
RGI60-06.00237    77.71707   64.718328  -18.779976   -1.047    0.120  1
RGI60-06.00233    77.26839   64.912918  -18.648915   -0.582    0.100  1
RGI60-06.00236    68.07001   64.756965  -19.024088   -0.633    0.110  1
RGI60-06.00407    63.42703   64.032433  -16.547574   -0.663    0.111  1
RGI60-06.00340    55.06112   63.599649  -19.235273   -0.935    0.117  1
RGI60-06.00301    53.64581   64.871943  -19.898040   -0.860    0.108  1
RGI60-06.00341    43.17474   63.675366  -18.986083   -1.218    0.132  1
RGI60-06.00539    41.83311   66.141377  -22.245432   -0.582    0.110  1
RGI60-06.00311    41.25480   64.636918  -20.528795   -1.212    0.124  1
RGI60-06.00470    38.46512   64.548184  -15.418320   -0.792    0.115  1
RGI60-06.00474    32.20929   64.026715  -16.741369   -0.591    0.110  1
RGI60-06.00408    30.56305   64.602901  -15.342109   -0.868    0.123  1
RGI60-06.00481    30.42416   64.130288  -16.861273   -0.676    0.105  1
RGI60-06.00412    29.87934   64.457542  -15.713147   -0.879    0.128  1
RGI60-06.00544    28.82863   66.191910  -22.347861   -0.627    0.113  1
RGI60-06.00410    28.75350   64.686942  -17.496514   -0.236    0.096  1
RGI60-06.00292    28.02234   64.821194  -20.028549   -0.980    0.117  1
RGI60-06.00228    26.93651   64.912708  -18.765851   -0.613    0.117  1
RGI60-06.00409    26.08279   64.675684  -16.643398   -0.075    0.093  1
RGI60-06.00476    25.73765   63.984525  -16.588900   -0.334    0.115  1
RGI60-06.00540    23.90455   66.192043  -22.230883   -0.787    0.127  1
RGI60-06.00304    22.90029   64.569410  -20.095986   -1.593    0.152  1
RGI60-06.00541    22.72884   66.095790  -22.143556   -0.377    0.120  1
RGI60-06.00411    22.21295   64.635819  -15.380417   -0.813    0.126  1
RGI60-06.00342    22.11825   63.569806  -19.174400   -1.109    0.133  1
RGI60-06.00347    20.37530   63.650077  -18.946007   -1.319    0.152  1
RGI60-06.00293    18.65218   64.720150  -19.910426   -1.140    0.126  1
RGI60-06.00294    18.09663   64.848718  -19.812287   -1.135    0.127  1
RGI60-06.00343    18.06001   63.645859  -19.308233   -0.901    0.129  1
RGI60-06.00329    18.05230   63.613523  -19.335295   -1.472    0.155  1
RGI60-06.00445    16.72353   63.990472  -16.736158   -0.563    0.126  1
RGI60-06.00545    16.47021   66.134593  -22.125653   -0.645    0.129  1
RGI60-06.00313    15.71935   63.612532  -19.540971   -0.632    0.125  1
RGI60-06.00558    12.96457   64.215231  -16.202963   -1.603    0.177  1
RGI60-06.00413    12.51392   64.651552  -15.427226   -0.646    0.128  1
RGI60-06.00344    12.40656   63.563790  -19.046886   -0.714    0.129  1
RGI60-06.00326    10.88162   63.640929  -19.554683   -0.703    0.130  1
RGI60-06.00480    10.49102   64.665860  -17.539125   -0.155    0.111  1
RGI60-06.00468     9.91631   64.275846  -16.130190   -0.376    0.124  1
RGI60-06.00284     9.57511   64.733320  -17.944230   -0.417    0.123  1
RGI60-06.00306     9.44170   64.831588  -19.855052   -0.646    0.121  1
RGI60-06.00345     9.33722   63.561010  -19.093922   -0.538    0.125  1
RGI60-06.00562     9.17806   64.655958  -17.567194   -0.298    0.115  1
RGI60-06.00415     8.94909   64.638324  -17.624250   -0.288    0.116  1
RGI60-06.00290     8.79258   64.772831  -17.878618   -0.536    0.127  1
RGI60-06.00414     8.79146   64.558484  -15.352236   -0.605    0.125  1
RGI60-06.00346     8.65330   63.674668  -19.297701   -0.823    0.137  1
RGI60-06.00229     8.36691   64.896357  -18.510693   -0.487    0.121  1
RGI60-06.00295     7.88404   64.689337  -20.268377   -0.456    0.116  1
RGI60-06.00317     7.83611   63.642804  -19.620612   -0.821    0.150  1
RGI60-06.00285     7.58921   64.762283  -17.848465   -0.585    0.130  1
RGI60-06.00319     7.52871   63.621203  -19.681887   -0.592    0.130  1
RGI60-06.00286     7.42081   64.761398  -17.935652   -0.525    0.128  1
RGI60-06.00330     7.12566   63.561531  -18.992981   -1.189    0.161  1
RGI60-06.00425     7.11483   63.969717  -16.695521   -0.209    0.134  1
RGI60-06.00418     7.05063   64.185272  -16.153133   -0.749    0.141  1
RGI60-06.00549     6.63526   66.096423  -22.064908   -0.477    0.151  1
RGI60-06.00240     6.61962   64.533573  -20.747101   -0.761    0.131  1
RGI60-06.00025     6.60453   65.683856  -18.874757   -0.349    0.136  1
RGI60-06.00296     6.58985   64.692219  -20.229895   -0.566    0.123  1
RGI60-06.00325     6.50537   63.649096  -19.662508   -0.198    0.124  1
RGI60-06.00220     6.29988   65.619168  -18.814570   -0.142    0.120  1
RGI60-06.00561     6.22451   64.653316  -17.597066   -0.393    0.124  1
RGI60-06.00429     6.14248   63.959708  -16.653281   -0.310    0.139  1
RGI60-06.00422     6.04764   64.659313  -15.476739   -0.286    0.130  1
RGI60-06.00320     5.96978   63.641680  -19.708203   -0.825    0.142  1
RGI60-06.00365     5.61955   63.903383  -19.000884   -1.454    0.181  1
RGI60-06.00553     5.61131   64.704362  -14.933153   -0.865    0.151  1
RGI60-06.00423     5.53899   63.963279  -16.601028   -0.405    0.139  1
RGI60-06.00513     5.53854   64.707718  -14.900175   -0.819    0.148  1
RGI60-06.00027     5.08969   65.654055  -18.831115   -0.213    0.128  1
RGI60-06.00421     5.04701   64.580546  -15.338639   -0.451    0.133  1
RGI60-06.00427     4.91281   63.956472  -16.624374   -0.150    0.136  1
RGI60-06.00001     4.90158   64.817416  -23.785200   -0.269    0.134  1
RGI60-06.00276     4.88558   64.761040  -20.392072   -0.539    0.127  1
RGI60-06.00277     4.86049   64.785557  -20.415805   -0.287    0.123  1
RGI60-06.00568     4.83276   64.768360  -20.431008   -0.476    0.127  1
RGI60-06.00349     4.83221   63.795983  -19.557563   -1.152    0.162  1
RGI60-06.00026     4.77297   65.688881  -18.810725   -0.273    0.134  1
RGI60-06.00041     4.71155   65.711938  -18.964360   -0.244    0.125  1
RGI60-06.00331     4.65235   63.697327  -19.305259   -0.933    0.153  1
RGI60-06.00324     4.63427   63.606861  -19.632725   -0.693    0.145  1
RGI60-06.00221     4.53594   65.629618  -18.865922   -0.574    0.136  1
RGI60-06.00453     4.49881   63.979822  -16.711641   -0.322    0.142  1
RGI60-06.00242     4.49879   64.528703  -20.683428   -0.943    0.144  1
RGI60-06.00428     4.49608   63.958347  -16.683721   -0.281    0.141  1
RGI60-06.00241     4.47586   64.554188  -20.715014   -0.784    0.142  1
RGI60-06.00406     4.31617   63.994411  -16.528988   -0.288    0.139  1
RGI60-06.00321     4.24646   63.603873  -19.605079   -0.357    0.134  1
RGI60-06.00431     4.21595   64.280389  -16.094034   -0.232    0.141  1
RGI60-06.00314     3.87987   63.634449  -19.488615   -0.780    0.158  1
RGI60-06.00332     3.82740   63.635778  -19.401661   -1.225    0.194  1
RGI60-06.00435     3.69722   64.371819  -15.874223   -0.223    0.137  1
RGI60-06.00270     3.66506   64.744108  -19.746623   -0.363    0.131  1
RGI60-06.00369     3.55027   63.890388  -19.029090   -1.417    0.185  1
RGI60-06.00430     3.43594   64.187054  -16.183096   -0.919    0.159  1
RGI60-06.00322     3.41875   63.608344  -19.659742   -0.662    0.149  1
RGI60-06.00323     3.41138   63.647435  -19.588927   -0.196    0.136  1
RGI60-06.00252     3.37486   64.608133  -20.883522   -0.609    0.131  1
RGI60-06.00563     3.31780   64.691333  -16.662726    0.051    0.122  1
RGI60-06.00017     3.27720   65.672467  -18.919579   -0.413    0.139  1
RGI60-06.00043     3.15833   65.711681  -18.656730   -0.028    0.133  1
RGI60-06.00514     3.11365   64.682723  -14.911751   -0.621    0.159  1
RGI60-06.00318     2.98048   63.644785  -19.509449   -1.063    0.174  1
RGI60-06.00335     2.97792   63.555701  -19.137663   -1.271    0.183  1
RGI60-06.00243     2.93463   64.549840  -20.649817   -1.355    0.188  1
