Glacier-specific geodetic mass balance (m w.e. a-1) 2000_2020/ according to Hugonnet et al. (2021)
ID=1: measured, ID=2: regional mean
RGI-ID  Area  lat  lon  B  errB  ID
RGI60-09.00116  1411.83545   75.348597   60.167544   -0.023    0.068  1
RGI60-09.00918  1242.38652   80.735208   95.291746    0.039    0.054  1
RGI60-09.00969  1032.00564   80.530831   93.531900    0.052    0.063  1
RGI60-09.00065   956.43996   75.725158   62.379568   -0.211    0.065  1
RGI60-09.00920   828.77136   80.452329   96.001974   -0.692    0.093  1
RGI60-09.00077   757.11204   75.297901   58.641341   -0.323    0.083  1
RGI60-09.00911   706.65925   80.305455   93.799287    0.153    0.071  1
RGI60-09.00072   669.00742   76.463675   66.531398   -0.616    0.084  1
RGI60-09.00087   656.46366   75.884221   63.923718   -0.290    0.077  1
RGI60-09.00134   611.35807   75.717700   60.016771   -0.275    0.085  1
RGI60-09.00114   606.42870   75.601508   61.339472   -0.034    0.077  1
RGI60-09.00111   599.98411   76.138290   65.863064   -0.216    0.076  1
RGI60-09.00509   592.28758   79.004349   98.509406    0.027    0.089  1
RGI60-09.00094   582.87454   75.987927   64.617924   -0.087    0.078  1
RGI60-09.00697   511.62321   80.580496   50.433078   -0.470    0.069  1
RGI60-09.00471   506.68209   79.215112   95.785331    0.206    0.079  1
RGI60-09.00744   501.22631   80.550340   61.007386   -0.599    0.080  1
RGI60-09.00120   485.50706   74.890213   58.508028   -0.220    0.089  1
RGI60-09.00515   484.99270   79.715628   98.501579   -0.219    0.075  1
RGI60-09.00919   474.85967   80.586224   96.240806   -0.887    0.086  1
RGI60-09.00051   437.54109   74.990701   57.340500   -0.433    0.103  1
RGI60-09.00807   432.16729   80.857721   64.662927    0.105    0.069  1
RGI60-09.00136   431.11242   75.890871   61.281530   -0.240    0.095  1
RGI60-09.00470   418.68227   79.287081   96.480718    0.150    0.075  1
RGI60-09.00917   412.64787   80.287365   94.757195   -0.210    0.087  1
RGI60-09.00520   405.41514   81.127844   90.895030   -0.218    0.092  1
RGI60-09.00132   402.24038   75.090885   57.628402   -0.654    0.109  1
RGI60-09.00057   396.11572   75.556815   59.077217   -0.410    0.096  1
RGI60-09.00149   386.91304   76.733362   67.215102    0.261    0.081  1
RGI60-09.00055   382.77910   76.049940   65.315952   -0.189    0.084  1
RGI60-09.00059   372.92311   75.981617   62.723097   -0.087    0.080  1
RGI60-09.00118   367.14114   75.110231   59.265548   -0.194    0.089  1
RGI60-09.00060   367.09650   75.667432   59.407330   -0.251    0.087  1
RGI60-09.00113   360.02742   75.651556   61.837782    0.025    0.079  1
RGI60-09.00507   358.93350   79.045784   99.411682    0.005    0.086  1
RGI60-09.00512   356.14174   79.426909   98.094870    0.044    0.072  1
RGI60-09.00971   354.35686   79.306981   94.973531   -1.058    0.111  1
RGI60-09.00138   349.73234   76.049715   62.137486   -0.168    0.094  1
RGI60-09.00061   331.88778   75.997346   61.650748   -0.318    0.097  1
RGI60-09.00935   328.09182   76.058379   63.362555   -0.488    0.088  1
RGI60-09.00927   318.65834   75.798901   60.610744   -0.227    0.094  1
RGI60-09.00909   318.62239   80.816298   79.468891    0.006    0.077  1
RGI60-09.00952   316.09177   75.531496   60.631095    0.158    0.089  1
RGI60-09.00552   313.09587   78.514599  102.767193   -0.093    0.090  1
RGI60-09.00115   310.05125   75.481924   61.097916   -0.050    0.081  1
RGI60-09.00501   308.57052   79.422188   98.827160   -0.014    0.080  1
RGI60-09.00123   299.12873   74.600029   57.698548   -0.176    0.095  1
RGI60-09.00139   292.99836   76.148157   63.848934   -0.440    0.083  1
RGI60-09.00924   292.32572   75.161167   58.129705   -0.284    0.098  1
RGI60-09.00141   289.27785   76.243570   65.049035    0.062    0.078  1
RGI60-09.00921   288.14006   76.716537   67.717264    0.111    0.083  1
RGI60-09.00985   278.86533   80.887856   63.859511    0.160    0.074  1
RGI60-09.00915   275.38666   80.298568   95.560590   -0.984    0.126  1
RGI60-09.00498   274.14870   79.890980   97.262212   -0.130    0.089  1
RGI60-09.00468   268.58182   79.449968   95.800203    0.192    0.072  1
